leiloeiro,junta,site,titulo,cidade,uf,preco,data_leilao,imagem,anexos,url,descricao
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Lagoa Formosa,MG,"135.000,00",19/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000082419/img-82419-6a0ddf8208eb0.jpg,,https://www.danielgarcialeiloes.com.br/item/76606/detalhes,"Terreno Cidade: Lagoa Formosa/MG Descrição: 01 (uma) sorte de terras, com área de 40.000,00m², sendo 5.600,00m² de cultura, 34.400,00m² de cerrado, localizado na fazenda Lageado, em Lagoa Formosa/MG, com as confrontações descritas no registro imobiliário, matriculado sob o n. 89.877 no Ofício de Registro de Imóveis de Patos de Minas/MG."
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Lagoa Formosa,MG,"50.000,00",19/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000082420/img-82420-6a0ddf84e549e.jpg,,https://www.danielgarcialeiloes.com.br/item/76607/detalhes,"Terreno Cidade: Lagoa Formosa/MG Descrição: 01 (uma) sorte de terras, com área de 23.136,00m², sendo 15.869,00m² de cultura, 7.276,00m² de cerrado, localizado na fazenda Mata Burros, lugar Macuco, em Lagoa Formosa/MG, com as confrontações descritas no registro imobiliário, matriculado sob o n. 90.089 no Ofício de Registro de Imóveis de Patos de Minas/MG."
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Lagoa Formosa,MG,"300.000,00",19/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000082421/img-82421-6a0ddf8837753.jpg,,https://www.danielgarcialeiloes.com.br/item/76608/detalhes,"Terreno Cidade: Lagoa Formosa/MG Descrição: 01 (uma) sorte de terras, com área de 30.000,00m² de campo, localizado na fazenda Pião, lugares denominados Maxixe e Perobas, em Lagoa Formosa/MG, com as confrontações descritas no registro imobiliário, matriculado sob o n. 84.321 no Ofício de Registro de Imóveis de Patos de Minas/MG."
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Três Lagoas,MS,"51.900,00",29/06/2026,https://www.danielgarcialeiloes.com.br/site/images/sem-imagem-lote.jpg?modified=20240531,,https://www.danielgarcialeiloes.com.br/item/76725/detalhes,"Terreno Cidade: Três Lagoas/MS Descrição: 01 (um) terreno urbano, constituído pelo lote n. 07, da quadra n. 446, do Loteamento Parque das Mangueiras, localizado na quinta zona urbana de Três Lagoas/MS, com área de 312,50m², e as seguintes confrontações: 12,50m de frente ao Norte confrontando-se com a Rua Joaquim Murtinho, por 25,00m ao Nascente confrontando-se com parte do lote 08, com 12,50m ao Sul confrontando-se com parte do lote 05, e finalmente com 25,00m ao Poente confrontando-se com parte"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Imóvel,Birigui,SP,"3.525.000,00",29/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000080116/img-80116-69d5438dcec45.jpg,,https://www.danielgarcialeiloes.com.br/item/76726/detalhes,"Imóvel Cidade: Birigui/SP Descrição: um área de terreno urbano, formada pelo englobamento dos imóveis de matrículas nº 31.448 e 31.450, situado na Rua Tupi, esquina com as Rua Padre Geraldo Goseling e São João, na Vila Giampietro, em Birigui/SP, com área de 1.418,00m² e as seguintes medidas e confrontações: parte de um ponto localizado do lado par da Rua São João, e com divisa do imóvel com frente para a Rua São João, nº 22 de propriedade de Mario Antonio Armelin, daí segue em linha reta na dist"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Penápolis,SP,"89.640,00",29/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081302/img-81302-69ea4ddcd6b1a.jpg,,https://www.danielgarcialeiloes.com.br/item/76727/detalhes,"Terreno Cidade: Penápolis/SP Descrição: 01 (um) lote de terreno, correspondente ao n. 18, da quadra 14, do loteamento denominado Recanto Belvedere, localizado na zona de urbanização de interesse turístico, em Penápolis/SP, com a área de 1426,00 metros quadrados, medindo 17,78m de frente para a Alameda Ribeirão Bonito, 17,81m na linha dos fundos, em divisa com Antônio Polizel e outros, 80,13m do lado direito, em divisa com o lote 17 e 80,12m pelo lado esquerdo, dividindo com o lote 19, matriculad"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Imóvel,Brasília,DF,"700.000,00",11/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081997/img-81997-69fa48c2de45e.jpg,,https://www.danielgarcialeiloes.com.br/item/76817/detalhes,"Imóvel Cidade: Brasília/DF Descrição: 01 (um) terreno, constituído pelo lote n. 12, do Conjunto “D”, da quadra n. 02, do Setor Oficinas Norte – SOF/Norte, em Brasília/DF, com área de 400,00m², medindo 20,00m pelos lados Norte e Sul e 20,00m pelos lados Leste e Oeste, limitando-se pelo lado Sul com o lote n. 10, pelo lado leste com o lote n. 11, ambos da mesma quadra, conjunto e setor, e pelos lados Norte e Oeste com vias públicas, matriculado sob o n. 40.702 no 2º Ofício de Registro de Imóveis d"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Passo de Torres,SC,"70.000,00",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000080346/img-80346-69de78b4ce45f.jpg,,https://www.danielgarcialeiloes.com.br/item/76822/detalhes,"Terreno Descrição: Item 001: Terreno Cidade: Passo de Torres/SC Endereço: 01) 01 (um) terreno urbano, correspondente ao lote n. 04, da quadra n. 21, situado no Balneário Caravelle, em Passo de Torres/SC, com área de 360,00m², com frente para a Rua K, lado ímpar, distando 12,00m da esquina com a Rua L, ao Suleste, no quarteirão formado pelas citadas vias, mais a rua J e Av. A, com as seguintes medidas e confrontações: ao Noroeste por 30,00m com o lote n. 06; ao Sudeste também por 30,00m com o lot"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Fração de Imóvel,Riachão das Neves,BA,"2.600.000,00",15/06/2026,https://www.danielgarcialeiloes.com.br/site/images/sem-imagem-lote.jpg?modified=20240531,,https://www.danielgarcialeiloes.com.br/item/76823/detalhes,"Fração de Imóvel Cidade: Riachão das Neves/BA Descrição: a fração de 1.300 (Hum mil e trezentos) hectares de uma propriedade rural, denominada Fazenda Caiçara, com uma área remanescente total de 13.480,0ha, situada em Riachão das Neves/BA, limitando-se ao Norte com a Fazenda Caiçara, ao Sul com a Fazenda Piquizeiro, ao Leste com BR 020, ao Oeste com Faz. Poções. Partindo do marco inicial 01, pela divisa com Faz. Caiçara, com o seguinte rumo e distância 67º30’NE com 13.600,00m até o m-02, m-03, m"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Apartamento,Joinville,SC,"197.400,00",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081204/img-81204-69e222395fd1d.jpg,,https://www.danielgarcialeiloes.com.br/item/76824/detalhes,"Apartamento Cidade: Joinville/SC Descrição: 01 (um) apartamento, n. 407, localizado no 4º pavimento – 3º Tipo, do Bloco 05, do Residencial Spazio Jardim de Genebra, situado a Rua Santa Catarina, 3180, bairro Santa Catarina, em Joinville/SC, com área construída privativa de utilização exclusiva de 47,0400m², área de uso comum coberta de 6,9229m², área total construída de 53,9629m² e a vaga de estacionamento normal descoberta n. 77, com 12,0000m², localizada no térreo, área comum descoberta de 31,"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081269/img-81269-69e9330e350f4.jpeg,,https://www.danielgarcialeiloes.com.br/item/76829/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 01) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 27, do Conjunto H, Avenida das Flores do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Avenida das Flores; Fundo: 10,00m, confronta-se com o lote 28; lateral direita: 18,00m, confronta-se com o lote 25; e, Lateral Esquerda: 18,00m, confronta-se com o lote 29, matriculado sob o n. 2.69"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081270/img-81270-69e93333a9983.jpeg,,https://www.danielgarcialeiloes.com.br/item/76830/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 02) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 28 do Conjunto H, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 27; Lateral direita: 18,00m, confronta-se com o lote 26; e, Lateral Esquerda: 18,00m, confronta-se com o lote 30, matriculado sob o n. 2.699 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081271/img-81271-69e933654a3e8.jpg,,https://www.danielgarcialeiloes.com.br/item/76831/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 03) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 15 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 18; Lateral direita: 18,00m, confronta-se com o lote 17; e, Lateral Esquerda: 18,00m, confronta-se com o lote 13, matriculado sob o n. 2.804 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081272/img-81272-69e9336b27450.jpg,,https://www.danielgarcialeiloes.com.br/item/76832/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 04) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 17 do Conjunto J, K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 20; Lateral direita: 18,00m, confronta-se com o lote 19; e, Lateral Esquerda: 18,00m, confronta-se com o lote 15, matriculado sob o n. 2.805 no Ofício de Registro de Imóv"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081273/img-81273-69e93373cca9b.jpg,,https://www.danielgarcialeiloes.com.br/item/76833/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 05) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 18 do Conjunto J, rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 15; Lateral direita: 18,00m, confronta-se com o lote 16; e, Lateral Esquerda: 18,00m confronta-se com o lote 20, matriculado sob o n. 2.806 no Ofício de Registro de I"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081274/img-81274-69e9337a0133e.jpg,,https://www.danielgarcialeiloes.com.br/item/76834/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 06) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 19 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 22; Lateral direita: 18,00m, confronta-se com o lote 21; e, Lateral Esquerda: 18,00m, confronta-se com o lote 17, matriculado sob o n. 2.807 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081275/img-81275-69e9337fe5dc5.jpg,,https://www.danielgarcialeiloes.com.br/item/76835/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 07) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 20 do Conjunto J, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta -se com a Rua I; Fundo: 10,00m, confronta-se com o lote 17; Lateral direita: 18,00m, confronta-se com o lote 18; e, Lateral Esquerda: 18,00m, confronta-se com o lote 22, matriculado sob o n. 2.808 no Ofício de Registro de"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081276/img-81276-69e93385f2da9.jpg,,https://www.danielgarcialeiloes.com.br/item/76836/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 08) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 21 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta -se com a Rua K; Fundo: 10,00m, confronta-se com o lote 24; Lateral direita: 18,00m, confronta-se com o lote 23; e, Lateral Esquerda: 18,00m, confronta-se com o lote 19, matriculado sob o n. 2.809 no Ofício de Registro de"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081277/img-81277-69e9338c8cb50.jpg,,https://www.danielgarcialeiloes.com.br/item/76837/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 09) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 22 do Conjunto J, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 19; Lateral direita: 18,00m, confronta-se com o lote 20; e, Lateral Esquerda: 18,00m, confronta-se com o lote 24, matriculado sob o n. 2.810 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081278/img-81278-69e93392d2f0b.jpg,,https://www.danielgarcialeiloes.com.br/item/76838/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 10) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 23 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 26; Lateral direita: 18,00m, confronta-se com o lote 25; e, Lateral Esquerda: 18,00m, confronta-se com o lote 21, matriculado sob o n. 2.811 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081279/img-81279-69e93399674f4.jpg,,https://www.danielgarcialeiloes.com.br/item/76839/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 11) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 24 do Conjunto J, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 21; Lateral direita: 18,00m, confronta-se com o lote 22; e, Lateral Esquerda: 18,00m, confronta-se com o lote 26, matriculado sob o n. 2.812 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081280/img-81280-69e9339f7fbe4.jpg,,https://www.danielgarcialeiloes.com.br/item/76840/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 12) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 25 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 28; Lateral direita: 18,00m, confronta-se com o lote 27; e, Lateral Esquerda: 18,00m, confronta-se com o lote 23, matriculado sob o n. 2.813 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081281/img-81281-69e933a5b58e1.jpg,,https://www.danielgarcialeiloes.com.br/item/76841/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 13) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n° 26 (vinte e seis) do Conjunto J, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 23; Lateral direita: 18,00m, confronta-se com o lote 24; e, Lateral Esquerda: 18,00m, confronta-se com o lote 28, matriculado sob o n. 2.814 no Ofício "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081282/img-81282-69e933ac65844.jpg,,https://www.danielgarcialeiloes.com.br/item/76842/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 14) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 27 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta -se com a Rua K; Fundo: 10,00m, confronta-se com o lote 29; Lateral direita: 18,00m, confronta-se com a Avenida Alvorada; e, Lateral Esquerda: 18,00m, confronta-se com o lote 25, matriculado sob o n. 2.815 no Ofício de Re"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081283/img-81283-69e933b2746e2.jpg,,https://www.danielgarcialeiloes.com.br/item/76843/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 15) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 28 do Conjunto J, Rua I do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua I; Fundo: 10,00m, confronta-se com o lote 25; Lateral direita: 18,00m, confronta-se com o lote 26; e, Lateral Esquerda: 18,00m, confronta-se com o lote 29, matriculado sob o n. 2.816 no Ofício de Registro de "
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Flores de Goiás,GO,"9.332,82",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081284/img-81284-69e933b8e6b8b.jpg,,https://www.danielgarcialeiloes.com.br/item/76844/detalhes,"Terreno Cidade: Flores de Goiás/GO Descrição: Lote 16) 01 (um) terreno urbano medindo a área superficial de 180,00m², identificado por lote n. 29 do Conjunto J, Rua K do loteamento Jardim Alvorada, em Flores de Goiás/GO, assim descrito e caracterizado: Frente: 10,00m, confronta-se com a Rua K; Fundo: 10,00m, confronta-se com o lote 27; Lateral direita: 18,00m, confronta-se com o lote 28; e, Lateral Esquerda: 18,00m, confronta-se com a Avenida Alvorada, matriculado sob o n. 2.817 no Ofício de Reg"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Sala Comercial e Vaga de Garagem,Florianópolis,SC,"161.976,22",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081285/img-81285-69e9ff614e3b2.jpeg,,https://www.danielgarcialeiloes.com.br/item/76845/detalhes,"Sala Comercial e Vaga de Garagem Cidade: Florianópolis/SC Descrição: Lote 17) 01 (uma) sala comercial, n. 907, Tipo 06, localizada no 9º Pavimento, do Edifício Blue Diamond Business, situado na Rua Idalina Pereira dos Santos n. 67, Agronômica, em Florianópolis/SC, com a área real privativa de 35,4400m², área real comum de 6,7966m², perfazendo 42,2366m² de área real total, ocupando 0,5596% ou 6,0786m² de fração ideal do terreno, matriculada sob o n. 79.953 no 1º Ofício de Registro de Imóveis de F"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Sala Comercial e Vaga de Garagem,Florianópolis,SC,"164.084,08",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081286/img-81286-69e9ff67936aa.jpeg,,https://www.danielgarcialeiloes.com.br/item/76846/detalhes,"Sala Comercial e Vaga de Garagem Cidade: Florianópolis/SC Descrição: Lote 18) 01 (uma) sala comercial, n. 908, Tipo 05, localizada no 9º Pavimento, do Edifício Blue Diamond Business, situado na Rua Idalina Pereira dos Santos n. 67, Agronômica, em Florianópolis/SC, com a área real privativa de 35,8100m², área real comum de 6,8675m², perfazendo 42,6775m² de área real total, ocupando 0,5655% ou 6,1402m² de fração ideal do terreno, matriculada sob o n. 79.954 no 1º Ofício de Registro de Imóveis de F"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Apartamento e Vaga de Garagem,Florianópolis,SC,"527.900,61",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081287/img-81287-69ea045a52744.jpg,,https://www.danielgarcialeiloes.com.br/item/76847/detalhes,"Apartamento e Vaga de Garagem Cidade: Florianópolis/SC Descrição: Lote 19) 01 (um) apartamento, n. 904, localizado no 8° pavimento tipo (12° pavimento) do Edifício Villa Brunello, situado na Rua Maestro Aldo Krieger, 54, Córrego Grande, em Florianópolis/SC, com área real privativa de 65,690m², área real comum de 28,830m², área real total de 94,520m² e fração ideal do terreno de 1,882%, matriculado sob o n. 102.974 no 2º Ofício de Registro de Imóveis de Florianópolis/SC. Ônus: arresto nos autos n"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Imaruí,SC,"175.885,08",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081288/img-81288-69e9ff7fd582e.jpg,,https://www.danielgarcialeiloes.com.br/item/76848/detalhes,"Terreno Cidade: Imaruí/SC Descrição: Lote 20) 01 (um) terreno rural, situado na localidade de Rio Prainha, em Imaruí/SC, medindo uma área de 18.454,00m², onde faz frente com a Estrada Geral, fundos com uma Estrada de Serventia, nas laterais ao norte com Manoel Cardoso Costa e ao sul com Venâncio Elizeu, cadastrado no INCRA sob o n. 808.032.020.842, matriculado sob o n. 6.678 no Ofício de Registro de Imóveis de Imaruí/SC. Obs.: trata-se de uma gleba de terras sem edificação. Ônus: AV-02: registro"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Imaruí,SC,"1.531.229,83",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081289/img-81289-69e9ff84be0a4.jpg,,https://www.danielgarcialeiloes.com.br/item/76849/detalhes,"Terreno Cidade: Imaruí/SC Descrição: Lote 21) 01 (um) terreno situado em Aratingaúba, em Imaruí/SC, com uma área de 1.028.016,00m², com as seguintes confrontações: 297,00braças de frente até 500,00braças de fundos, daí segue com 197,00braças de frente por 200,00 braças de fundos e daí segue com 115,00braças de frente por 300,00 braças de fundos, fazendo com terras de Sifrônio Prudêncio e Luiz José Corrêa, fundos com terrenos da Reflorestadora Catarinense S/A, extremando pelas laterais ao Sul com"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Jaguaruna,SC,"1.192.255,90",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081290/img-81290-69e9ff8cc492b.jpg,,https://www.danielgarcialeiloes.com.br/item/76850/detalhes,"Terreno Cidade: Jaguaruna/SC Descrição: Lote 22) 01 (um) terreno rural situado em Arroio Corrente, em Jaguaruna/SC, com a área de 226.600,00m², com a descrição do perímetro a seguir: Inicia-se a descrição deste perímetro no Vértice 01, de coordenadas N=6.827.378,03 m e E=693.246,83 m, situado no limite com Norma Matei da Silva, deste segue com Ângulo Interno de 91°29'00"" e distância de 113,00m, confrontando neste trecho com a Estrada Geral Arroio Corrente, até o Vértice 02, de coordenadas N=6.82"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Capivari de Baixo,SC,"708.943,52",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081291/img-81291-69e9ff96503a0.jpg,,https://www.danielgarcialeiloes.com.br/item/76851/detalhes,"Terreno Cidade: Capivari de Baixo/SC Descrição: Lote 23) 01 (um) terreno, situado em Capivari de Baixo/SC, com área de 10.160,00m², com 25,40m de frente por 400,00m de comprimento até os fundos, com as seguintes confrontações: frente, com terras de Pedro João Martins; fundos com terras dos vendedores; extremando ao Sul, com terras de Mariana Generosa de Oliveira; e ao Norte, com terras de herdeiros de Roberto Prudêncio, matriculado sob o n. 2.063 no Ofício de Registro de Imóveis de Capivari de B"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Capivari de Baixo,SC,"1.537.619,69",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081292/img-81292-69e9ffa7d6015.jpg,,https://www.danielgarcialeiloes.com.br/item/76852/detalhes,"Terreno Cidade: Capivari de Baixo/SC Descrição: Lote 24) 01 (um) terreno, situado no bairro Caçador, em Capivari de Baixo/SC, com área de 201.378,00m², com 24,00m de frente, para terras dos vendedores: 173,00m de fundos, para terras de Valdir Valdemiro Rodrigues; de um lado, partindo da linha de frente com a largura de 24,00m; segue para os fundos 135,00m, abrindo nessa distância para 63,00m, com que continua mais 90,00m quando abre para 173,00m, com que segue mais 1.166,00m, até encontrar a lin"
Daniel Elias Garcia,NACIONAL,https://www.danielgarcialeiloes.com.br,Terreno,Capivari de Baixo,SC,"117.961,44",15/06/2026,https://24e53253961aecf7.cdn.gocache.net/watermark/bens/0000081293/img-81293-69e9ffb60646f.jpeg,,https://www.danielgarcialeiloes.com.br/item/76853/detalhes,"Terreno Cidade: Capivari de Baixo/SC Descrição: Lote 25) 01 (um) terreno, situado Rua Doutor Antônio Alves, nº 304, no bairro Três de Maio, em Capivari de Baixo/SC, constituído pela Área 3 do desmembramento de Mineração Tubarão Ltda., com a área de 284,50m², com as seguintes medidas e confrontações: frente ao Norte, mede 11,38m, faz com a Rua Dr. Antônio Alves; fundos ao Sul, mede 11,38m, faz com terras de Vanderlea Mendes Exterckorter Tavares e Edson de Souza Bittencourt; lateral Leste, mede 25"
