leiloeiro,titulo,descricao,cidade,estado,tipo_imovel,area_total,valor_minimo,valor_avaliacao,desconto_percentual,data_primeiro_leilao,data_segundo_leilao,data_encerramento,url_original,imagem_principal,numero_processo,vara,comarca,comitente,criado_em,praca_tipo
Dênis de Oliveira Fernandes,,,,,CASA,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/imovel-a-c-385-27m-em-ipeuna-sp-116982,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/casa_ipeuna_nucleo_urbano_lageado_portal_dos_nobres-117180-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,APARTAMENTO MISTO,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-a-p-69-7-m-nova-cidade-sao-goncalo-rj-117734,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-sao-goncalo-080364-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE CONDOMINIO RESIDENCIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-condominio-residencial/lote-a-t-1-500-m-cond-das-orquideas-petr-de-goias-go-117738,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote_condominio-residencial-petrolina-de-goias-677340-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE CONDOMINIO RESIDENCIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-condominio-residencial/lote-a-t-1-500-m-cond-das-orquideas-petr-de-goias-go-117739,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote_condominio-residencial-petrolina-de-goias-677362-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE CONDOMINIO RESIDENCIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-condominio-residencial/lote-a-t-1-500-m-cond-das-orquideas-petr-de-goias-go-117743,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote_condominio-residencial-petrolina-de-goias-677423-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE RESIDENCIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-700-m-garden-ville-caetanopolis-mg-117744,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-caetanopolis-677437-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE RESIDENCIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-700-m-garden-ville-caetanopolis-mg-117745,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-caetanopolis-677449-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE INDUSTRIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-industrial/lote-a-t-2-500-m-lot-divaldo-dantas-itaporanga-pb-117748,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-industrial-itaporanga-677483-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE INDUSTRIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-industrial/lote-a-t-2-500-m-itaporanga-pb-117750,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-industrial-itaporanga-677507-1.jpg,,,,,2026-06-01T19:58:46,
Dênis de Oliveira Fernandes,,,,,LOTE INDUSTRIAL,,,,,,,,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-industrial/lote-a-t-2-500-m-itaporanga-pb-117758,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-industrial-itaporanga-677517-1.jpg,,,,,2026-06-01T19:58:46,
