leiloeiro,junta,site,titulo,cidade,uf,avaliacao,lance,data_leilao,imagem,anexos,url
Sandro de Oliveira,JUCAP/AP,https://www.norteleiloes.com.br,202505000188 - VISEU/PA - IMÓVEL COMERCIAL - TERRENO ONDE CONSTA UM POSTO DE COMBUSTÍVEL,VISEU,PA,185000.0,185000.0,15/06/2026,https://www.norteleiloes.com.br/tmp/arquivos/3efb6d055fad873e304d9bdd7a4229a9_534_380.jpeg,https://www.sistema.norteleiloes.com.br/lotes/download-veiculo-arquivo/cod/10394; https://www.sistema.norteleiloes.com.br/lotes/download-veiculo-arquivo/cod/10395; https://www.sistema.norteleiloes.com.br/lotes/download-veiculo-arquivo/cod/10396; https://www.sistema.norteleiloes.com.br/lotes/download-veiculo-arquivo/cod/10397,https://www.norteleiloes.com.br/lote/72088
