leiloeiro,titulo,descricao,cidade,estado,tipo_imovel,area_total,valor_minimo,valor_avaliacao,desconto_percentual,data_primeiro_leilao,data_segundo_leilao,data_encerramento,url_original,imagem_principal,numero_processo,vara,comarca,comitente,criado_em,praca_tipo
Dênis de Oliveira Fernandes,"Lote A.T. 274,95 m² - Serra Verde, São Miguel do Anta/MG",,São Miguel do Anta,MG,LOTE RESIDENCIAL,274.95,46900.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-274-95-m-serra-verde-sao-miguel-do-anta-mg-118276,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-sao-miguel-do-anta-serra-verde-860487-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 272,8 m² - Serra Verde, São Miguel do Anta/MG",,São Miguel do Anta,MG,LOTE RESIDENCIAL,272.8,46900.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-272-8-m-serra-verde-sao-miguel-do-anta-mg-118277,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-sao-miguel-do-anta-serra-verde-860491-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 157,2 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,157.2,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-157-2-m-sao-cristovao-arcoverde-pe-118280,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860505-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 152,2 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,152.2,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-152-2-m-sao-cristovao-arcoverde-pe-118282,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860513-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,160.0,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-sao-cristovao-arcoverde-pe-118283,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860518-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,160.0,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-sao-cristovao-arcoverde-pe-118284,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860523-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto - Jardim Sulacap, Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,,95481.58,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-jardim-sulacap-rio-de-janeiro-rj-118379,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080386-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Casa - São Lucas, Montes Claros/MG",,Montes Claros,MG,CASA,,147443.32,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/casa-sao-lucas-montes-claros-mg-118381,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-montes-claros-677676-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote (Gleba Deá Maria) A.T. 1.462,97 m² - Uberaba/MG",,Uberaba,MG,LOTE MISTO,1462.97,541913.32,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-misto/lote-gleba-dea-maria-a-t-1-462-97-m-uberaba-mg-118382,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-misto-uberaba-677682-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 300 m² - Vale do Sol, Pinheiral/RJ",,Pinheiral,RJ,LOTE RESIDENCIAL,300.0,136895.5,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-300-m-vale-do-sol-pinheiral-rj-118383,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-pinheiral-677687-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Casa A.T. 262,5 m² - Centro, Balneário Camboriú/SC",,Balneário Camboriú,SC,CASA,262.5,1352435.43,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/casa-a-t-262-5-m-centro-balneario-camboriu-sc-118384,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-balneario-camboriu-677691-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Sala A.T. 80,71 m² - Vila Mathias, Santos/SP",,Santos,SP,ANDAR COMERCIAL,80.71,128813.41,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/andar-comercial/sala-a-t-80-71-m-vila-mathias-santos-sp-118385,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/sala-ou-conjunto-comercial-santos-677696-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,Lote A.T. 800 m² - Carmópolis de Minas/MG,,Carmópolis de Minas,MG,LOTE RESIDENCIAL,800.0,76938.5,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-800-m-carmopolis-de-minas-mg-118386,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860576-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,Lote A.T. 1.000 m² - Carmópolis de Minas/MG,,Carmópolis de Minas,MG,LOTE RESIDENCIAL,1000.0,95590.24,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-1-000-m-carmopolis-de-minas-mg-118387,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860584-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 3.745, 42 m² m² - Carmópolis de Minas/MG",,Carmópolis de Minas,MG,LOTE RESIDENCIAL,42.0,394018.31,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-3-745-42-m-m-carmopolis-de-minas-mg-118389,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860601-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Imóvel A.T> 521,11m², Cidade Jardim, Piracicaba/SP",,Piracicaba,SP,CASA,521.11,2450000.0,,,,,2026-06-11,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/imovel-a-t-521-11m-cidade-jardim-piracicaba-sp-118528,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/casa_piracicaba_jardim_europa-273436-1.jpg,,,,,2026-06-01T20:23:45,1ª Praça
Dênis de Oliveira Fernandes,"Apartamento A.T. 172,18m², Centro, Guarujá/SP",,Guarujá,SP,APARTAMENTO,172.18,780000.0,,,,,2026-06-11,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento/apartamento-a-t-172-18m-centro-guaruja-sp-118529,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/apartamento_guaruja_centro-277955-1.jpg,,,,,2026-06-01T20:23:45,1ª Praça
Dênis de Oliveira Fernandes,"Apto A.T. 239,39 m² - Setor Noroeste, Brasília/DF",,Brasília,DF,APARTAMENTO MISTO,239.39,1897756.05,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-a-t-239-39-m-setor-noroeste-brasilia-df-120698,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-brasilia-860148-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto A.C. 49 m² - Campo Grande, Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,49.0,47250.0,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-a-c-49-m-campo-grande-rio-de-janeiro-rj-120701,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento_misto_rio_de_janeiro-871260-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto - Freguesia (Jacarepaguá), Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,,368194.5,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-freguesia-jacarepagua-rio-de-janeiro-rj-120702,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080331-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto - Pavuna, Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,,76050.0,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-pavuna-rio-de-janeiro-rj-120703,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080336-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto - Taquara, Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,,113552.82,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-taquara-rio-de-janeiro-rj-120704,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080339-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,Imóvel Industrial à Venda Região Rural da Flora,,,,GALPAO INDUSTRIAL,,946506.03,,,,,2026-07-27,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/galpao-industrial/imovel-industrial-a-venda-regiao-rural-da-flora-98855,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/galpao_industrial_tres_coracoes-500387-1.jpg,,,,,2026-06-01T20:23:45,17ª Praça
Dênis de Oliveira Fernandes,Imóvel Industrial à Venda Região Rural da Flora,,,,GALPAO INDUSTRIAL,,473253.02,,,,,2026-08-24,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/galpao-industrial/imovel-industrial-a-venda-regiao-rural-da-flora-98858,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/galpao_industrial_tres_coracoes-500387-1.jpg,,,,,2026-06-01T20:23:45,20ª Praça
Dênis de Oliveira Fernandes,"Apto A.T. 142,30 m² - Santana, Porto Alegre/RS",,Porto Alegre,RS,APARTAMENTO MISTO,142.3,426000.0,,,,,2026-06-22,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-a-t-142-30-m-santana-porto-alegre-rs-121054,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-porto-alegre-080358-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Fração de 25% de um Sítio Alq. 3,8, Quadras/SP",,Quadras,SP,FAZENDA SITIO CHACARA,,192021.37,,,,,2026-07-02,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/fazenda-sitio-chacara/fracao-de-25-de-um-sitio-alq-3-8-quadras-sp-121110,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/sitio-quadra-centro-849393-1.jpg,,,,,2026-06-01T20:23:45,1ª Praça
Dênis de Oliveira Fernandes,"Casa A.T. 360 m² - Jd. Celeste, Cáceres/MT",,Cáceres,MT,CASA,360.0,382540.9,,,,,2026-06-29,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/casa-a-t-360-m-jd-celeste-caceres-mt-121876,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-caceres-067901-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Casa - Auxiliadora, Porto Alegre/RS",,Porto Alegre,RS,CASA,,558000.0,,,,,2026-06-22,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/casa-auxiliadora-porto-alegre-rs-121103,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/casa-porto-alegre-080312-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto A.T. 58,56 m² - Chác. São José, Franco da Rocha/SP",,Franco da Rocha,SP,APARTAMENTO,58.56,200000.0,,,,,2026-07-30,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento/apto-a-t-58-56-m-chac-sao-jose-franco-da-rocha-sp-121938,https://d3r4ngrkezrhn6.cloudfront.net/public/imoveis-in-out/fotos/imoveis/327x244/apartamento_franco_da_rocha_chacara_sao_jose-976357-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - Boa Vista, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,160.0,40000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-boa-vista-arcoverde-pe-118278,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860495-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 158,8 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,158.8,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-158-8-m-sao-cristovao-arcoverde-pe-118279,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860500-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 155,4 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,155.4,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-155-4-m-sao-cristovao-arcoverde-pe-118281,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860509-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 158,8 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,158.8,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-158-8-m-sao-cristovao-arcoverde-pe-118285,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860527-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 150,8 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,150.8,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-150-8-m-sao-cristovao-arcoverde-pe-118286,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860532-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 160 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,160.0,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-160-m-sao-cristovao-arcoverde-pe-118287,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860536-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 158,8 m² - São Cristovão, Arcoverde/PE",,Arcoverde,PE,LOTE RESIDENCIAL,158.8,35000.0,,,,,2026-06-01,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-158-8-m-sao-cristovao-arcoverde-pe-118288,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-arcoverde-860541-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Apto - Campo Grande, Rio de Janeiro/RJ",,Rio de Janeiro,RJ,APARTAMENTO MISTO,,75600.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/apartamento-misto/apto-campo-grande-rio-de-janeiro-rj-118378,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/apartamento-misto-rio-de-janeiro-080383-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,Lote A.T. 1.000 m² - Carmópolis de Minas/MG,,Carmópolis de Minas,MG,LOTE RESIDENCIAL,1000.0,95590.24,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-1-000-m-carmopolis-de-minas-mg-118388,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-carmopolis-de-minas-860593-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 8.541 m² - Alvorada, Lavras/MG",,Lavras,MG,LOTE RESIDENCIAL,8541.0,465700.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-residencial/lote-a-t-8-541-m-alvorada-lavras-mg-118390,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-residencial-lavras-860609-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Prédio A.T. 450 m² - Vl. N. Srª. de Lourdes, Pouso Alegre/MG",,Pouso Alegre,MG,PREDIO MISTO,450.0,750000.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/predio-misto/predio-a-t-450-m-vl-n-sr-de-lourdes-pouso-alegre-mg-118391,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/predio-misto-pouso-alegre-860616-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 450 m² - Jd. Maracanã, Uberaba/MG",,Uberaba,MG,LOTE COMERCIAL,450.0,350000.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-comercial/lote-a-t-450-m-jd-maracana-uberaba-mg-118392,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-comercial-uberaba-860620-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 450 m² - Jd. Maracanã, Uberaba/MG",,Uberaba,MG,LOTE COMERCIAL,450.0,350000.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-comercial/lote-a-t-450-m-jd-maracana-uberaba-mg-118393,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-comercial-uberaba-860630-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,"Lote A.T. 330,74 m² - Jd. Maracanã, Uberaba/MG",,Uberaba,MG,LOTE COMERCIAL,330.74,200000.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/lote-comercial/lote-a-t-330-74-m-jd-maracana-uberaba-mg-118394,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/lote-comercial-uberaba-860645-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
Dênis de Oliveira Fernandes,QUOTA-PARTE DE IMÓVEL RESIDENCIAL COM 3 QUARTOS EM ESMERALDA,,,,CASA,,62500.0,,,,,2026-06-09,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/casa/quota-parte-de-imovel-residencial-com-3-quartos-em-esmeralda-120695,https://d3r4ngrkezrhn6.cloudfront.net/public/bomvalorjudicial/fotos/imoveis/327x244/casa_esmeraldas_silverado-862166-1.jpg,,,,,2026-06-01T20:23:45,1ª Praça
Dênis de Oliveira Fernandes,"Sala A.T. 39,87 m² - Asa Sul, Brasília/DF",,Brasília,DF,ANDAR COMERCIAL,39.87,92108.59,,,,,2026-06-15,https://mercado.bomvalor.com.br/leiloeirodenis/imoveis/andar-comercial/sala-a-t-39-87-m-asa-sul-brasilia-df-120697,https://d3r4ngrkezrhn6.cloudfront.net/public/resale/fotos/imoveis/327x244/sala-ou-conjunto-comercial-brasilia-860144-1.jpg,,,,,2026-06-01T20:23:45,Praça Única
