dominio,online,http_status,url_final,tempo_ms,bloqueia_bot,motivo_bloqueio,tem_sitemap,sitemaps,tem_jsonld,tipos_jsonld,tem_opengraph,plataforma,favicon_hash,cluster,servidor,titulo,ssl_ok,erro
www.multipliqueleiloes.com.br,SIM,200,https://www.multipliqueleiloes.com.br/,373,não,,SIM,https://www.multipliqueleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,Multiplique Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.nakakogueleiloes.com.br,SIM,200,https://www.nakakogueleiloes.com.br/,464,não,,não,,não,,não,,cf397a4baac180cf3c54ef904a329901,favicon:cf397a4baa,Apache,NAKAKOGUE Leilões - Especialista em Leiloes.,NÃO,
www.nrnleiloes.com.br,SIM,200,https://www.nrnleiloes.com.br/,307,não,,SIM,https://www.nrnleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,NRN Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.palaciodosleiloes.com.br,SIM,200,https://www.palaciodosleiloes.com.br/site/,98,não,,SIM,https://www.palaciodosleiloes.com.br/sitemap.xml,não,,SIM,,488b87f32f90ba54bc060b4970424105,asset:wbot.chat,gocache,Palácio dos Leilões,NÃO,
www.mlleiloes.com.br,SIM,200,https://www.mlleiloes.com.br/externo/,792,não,,não,,não,,SIM,,,—,cloudflare,!MLLeilões - O melhor negócio em leilão!,NÃO,
www.omcleiloes.com.br,SIM,200,https://www.omcleiloes.com.br/,586,SIM,captcha,SIM,https://www.omcleiloes.com.br/sitemap.xml,não,,não,Superbid,aee787b18b72da8aeba59bf9e4d0f939,Superbid,cloudflare,OMC Leilões,NÃO,
www.nasarleiloes.com.br,SIM,200,https://www.nasarleiloes.com.br/externo/,455,não,,não,,não,,SIM,,,asset:code.jivosite.com,cloudflare,Nasar Leilões,NÃO,
www.nogarileiloes.com.br,SIM,200,https://www.nogarileiloes.com.br/,1237,não,,SIM,https://www.nogarileiloes.com.br/sitemap.xml,não,,SIM,,dd128d04232a8068adeed79e27953f50,asset:af05900bea45fb15.cdn.gocache.net,cloudflare,Nogari Leilões,NÃO,
www.picellileiloes.com.br,SIM,200,https://www.picellileiloes.com.br/,227,não,,SIM,/sitemap/cms | /sitemap/leiloes | /sitemap/lotes,não,,SIM,,4fc21bcac5a287efab2d874c729ddd2e,favicon:4fc21bcac5,cloudflare,Carregando...,NÃO,
www.oaleiloes.com.br,SIM,200,https://www.oaleiloes.com.br/,939,não,,não,,não,,SIM,,66b3119d379aee26ba668fef49188dd3,favicon:66b3119d37,cloudflare,OALeilões,NÃO,
www.pecinileiloes.com.br,SIM,200,https://www.pecinileiloes.com.br/,275,não,,SIM,https://www.pecinileiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,Pecini Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.pbcastro.com.br,SIM,200,https://www.pbcastro.com.br/,306,não,,não,,não,,não,,656492b39828b2a7d2993c5559e312c7,favicon:656492b398,cloudflare,PB Castro,NÃO,
www.nossoleilao.com.br,SIM,200,https://www.nossoleilao.com.br/,1607,não,,SIM,https://www.nossoleilao.com.br/sitemap.xml,não,,SIM,,0abb23e44dcf367cadc8c260f785414d,asset:6b5a04d21a38ad1e.cdn.gocache.net,cloudflare,Nosso Leilão,NÃO,
www.paulobotelholeiloeiro.com.br,SIM,200,https://www.paulobotelholeiloeiro.com.br/,732,não,,não,,não,,não,,,—,Apache/2.4.18 (Ubuntu),Paulo Botelho Leiloeiro,NÃO,
www.portalzuk.com.br,SIM,200,https://www.portalzuk.com.br/,327,não,,SIM,https://www.portalzuk.com.br/sitemap.xml | https://www.portalzuk.com.br/sitemap-index.xml,SIM,"ImageObject, Organization, WebPage, WebSite",SIM,,d43151dc8f70a5688a3040e5ee4f2098,asset:cdn.portalzuk.com.br,cloudflare,Leilão de Imóveis Online - Judiciais e Extrajudiciais Zuk,NÃO,
www.ericoleiloes.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.projudleiloes.com.br,SIM,200,https://www.projudleiloes.com.br/,289,não,,SIM,https://www.projudleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,PRÓ-JUD Leilões,NÃO,
www.rmcleiloes.com.br,SIM,200,https://www.rmcleiloes.com.br/,302,SIM,captcha,SIM,https://www.rmcleiloes.com.br/sitemap.xml,não,,não,Superbid,f4ab47f1fe6c6d877a637d55e6661d6d,Superbid,cloudflare,RMC Leilões,NÃO,
www.reginaaudeleiloes.com.br,SIM,200,https://www.reginaaudeleiloes.com.br/,974,não,,não,,não,,não,,aad52f8e87364f1f29fc12cde852b269,favicon:aad52f8e87,cloudflare,Regina Aude Leilões Judiciais e Extrajudiciais,NÃO,
www.rigolonleiloes.com.br,SIM,200,https://www.rigolonleiloes.com.br/,689,não,,não,,não,,SIM,,38316331d6a3957d5be7053248554eb8,asset:s3-sa-east-1.amazonaws.com,nginx,Rodrigo Rigolon Leilões,NÃO,
www.rioleiloes.com.br,SIM,200,https://www.rioleiloes.com.br/,717,não,,não,,não,,SIM,,38316331d6a3957d5be7053248554eb8,asset:s3-sa-east-1.amazonaws.com,nginx,Rio Leilões,NÃO,
www.rossileiloes.com.br,SIM,200,https://www.rossileiloes.com.br/,760,não,,SIM,https://www.rossileiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,"Rossi leilões - Carros, caminhões, máquinas, sucata e imóveis",NÃO,
www.portellaleiloes.com.br,SIM,200,https://www.portellaleiloes.com.br/,831,não,,não,,não,,não,,,asset:static.elfsight.com,cloudflare,Portella Leilões,NÃO,
www.raicherleiloes.com.br,SIM,200,https://www.raicherleiloes.com.br/,1124,não,,SIM,https://www.raicherleiloes.com.br/sitemap.xml,não,,SIM,,22ff4164367c672830027cdb25c8e5ab,favicon:22ff416436,cloudflare,"Leilões Judiciais e Extrajudiciais, Online e Presenciais",NÃO,
www.savoyleiloes.com.br,SIM,200,https://www.savoyleiloes.com.br/,230,não,,SIM,/sitemap/cms | /sitemap/leiloes | /sitemap/lotes,não,,SIM,,4fc21bcac5a287efab2d874c729ddd2e,favicon:4fc21bcac5,cloudflare,Carregando...,NÃO,
www.schulmannleiloes.com.br,SIM,200,https://www.schulmannleiloes.com.br/,196,não,,não,,não,,não,,,—,Apache,Schulmann Leilões,NÃO,
www.satoleiloes.com.br,SIM,200,https://satoleiloes.com.br/,696,não,,SIM,https://www.satoleiloes.com.br/sitemap.xml.gz,SIM,WebPage,SIM,,f4facfeaed834544d622544acfbb7722,asset:assets.satoleiloes.com.br,cloudflare,Home - Sato Leilões,NÃO,
www.prosperarleiloes.com.br,SIM,200,https://www.prosperarleiloes.com.br/externo/,2132,não,,não,,não,,SIM,,,—,cloudflare,.: Prosperar Leilões :.,NÃO,
www.rymerleiloes.com.br,SIM,200,https://www.rymerleiloes.com.br/,681,não,,não,,não,,não,,,asset:code.jivosite.com,cloudflare,Rymer Leilões,NÃO,
www.sfrazao.com.br,SIM,200,https://www.sfrazao.com.br/,255,não,,não,,não,,não,,4332e05e3b24c5ffcb41feb58d6f2f12,favicon:4332e05e3b,cloudflare,SFrazão ® | Leilões Judiciais e Extrajudiciais,NÃO,
www.silveiraleiloes.com.br,SIM,200,https://www.silveiraleiloes.com.br/,306,não,,SIM,https://www.silveiraleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,Silveira Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.saraivaleiloes.com.br,SIM,200,https://www.saraivaleiloes.com.br/,956,não,,não,,não,,não,,,asset:static.suporteleiloes.com,cloudflare,Saraiva Leilões,NÃO,
www.rafaelleiloeiro.com.br,SIM,200,https://www.rafaelleiloeiro.com.br/,1245,não,,não,,não,,não,,,asset:static.suporteleiloes.com.br,cloudflare,Rafael Leiloeiro,NÃO,
www.sfleiloes.com.br,SIM,200,https://sfleiloes.com.br/,818,não,,não,,não,,SIM,Laravel,,Laravel,cloudflare,SF Leilões - Oportunidades de investimento - PR,NÃO,
www.sevidanesleiloeira.com.br,SIM,200,https://www.sevidanesleiloeira.com.br/,733,não,,não,,não,,não,,,asset:static.suporteleiloes.com.br,cloudflare,Sandra Sevidanes Leiloeira Pública,NÃO,
www.sold.com.br,SIM,200,https://www.sold.com.br/,322,SIM,captcha,SIM,https://www.superbid.net/*,não,,não,Superbid,00e5420b1aa66b70bea8504f6a318fd9,Superbid,cloudflare,Sold,NÃO,
www.startupleiloes.com.br,SIM,200,https://www.startupleiloes.com.br/,230,não,,SIM,/sitemap/cms | /sitemap/leiloes | /sitemap/lotes,não,,SIM,,4fc21bcac5a287efab2d874c729ddd2e,favicon:4fc21bcac5,cloudflare,Carregando...,NÃO,
www.gracamedeirosleiloes.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.sumareleiloes.com.br,SIM,200,https://www.sumareleiloes.com.br/,358,não,,não,,não,,SIM,Laravel,07d4a5ed3ae89af1b381cae5926909c1,Laravel,nginx,Sumaré Leilões,NÃO,
www.mvleiloes.com.br,SIM,200,https://mvleiloes.com.br/,366,não,,SIM,https://mvleiloes.com.br/wp-sitemap.xml | https://mvleiloes.com.br/sitemap.xml,não,,não,"WordPress 6.9.4, WordPress",,WordPress 6.9.4,cloudflare,Maicon & Valéria Kahn – Leilões do Rio de Janeiro. – Os melhores leilões Judiciais e Extrajudiciais do Rio de Janeiro es,NÃO,
www.sublimeleiloes.com.br,SIM,200,https://www.sublimeleiloes.com.br/,269,não,,SIM,https://www.sublimeleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,Sublime Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.sodresantoro.com.br,SIM,200,https://www.sodresantoro.com.br/,183,não,,SIM,https://www.sodresantoro.com.br/sitemap.xml,não,,SIM,Nuxt,114d6f18c6199be08b52276b1691a173,Nuxt,,Sodre Santoro | Site Oficial: Leiloes de Veiculos e Leiloes Online,NÃO,
www.superdiasleiloes.com.br,SIM,200,https://www.superdiasleiloes.com.br/,306,não,,não,,não,,não,,,—,Apache,,NÃO,
www.spleiloes.com.br,SIM,200,https://www.webleiloes.com.br,843,não,,não,,não,,SIM,,,asset:static.suporteleiloes.com.br,cloudflare,WebLeilões,NÃO,
www.tezaleiloes.com.br,SIM,200,https://www.teza.com.br/,312,não,,SIM,https://www.teza.com.br/sitemap.xml,não,,SIM,,,asset:teza.com.br,cloudflare,Teza Leilões,NÃO,
www.teleselimaleiloes.com.br,SIM,200,https://www.teleselimaleiloes.com.br/,1488,não,,SIM,https://www.teleselimaleiloes.com.br/sitemap.xml,não,,não,,c1649f842acb304ad0aedc25b96fab11,favicon:c1649f842a,nginx,Teles & Lima Leilões,NÃO,
www.topoleiloes.com.br,SIM,200,https://topoleiloes.com.br/,568,não,,não,,não,,SIM,Laravel,,Laravel,cloudflare,"Topo Leilões - Leilões de Imóveis e Veículos no Paraná, Santa Catarina e São Paulo.",NÃO,
www.simonleiloes.com.br,SIM,200,https://www.simonleiloes.com.br/,1366,não,,SIM,https://www.simonleiloes.com.br/sitemap.xml,não,,SIM,Next.js,bd2fc579dadd95d8b2773e46676fce53,Next.js,cloudflare,Leilões Online Judiciais e Extra judiciais | Simon Leilões,NÃO,
www.tassianamenezes.com.br,SIM,200,https://www.tassianamenezes.com.br/,774,não,,não,,não,,não,,8534b62bfd91d2d7d849a18934bb3ffe,asset:armazupleilaovipprd.blob.core.windows.net,cloudflare,Tassiana Menezes,NÃO,
www.tmleiloes.com.br,SIM,200,https://www.tmleiloes.com.br/,1369,não,,SIM,https://www.tmleiloes.com.br/sitemap.xml,não,,SIM,,f30cf21b164e7c513983b74d36fcfd8c,asset:5c78720e80156cfd.cdn.gocache.net,cloudflare,Thais Moreira Leilões,NÃO,
www.tenleilao.com.br,SIM,200,https://www.tenleilao.com.br/,2091,não,,SIM,https://www.tenleilao.com.br/sitemap.xml,não,,SIM,,855881e24cd79c92ca1f49b582e1bebb,favicon:855881e24c,cloudflare,"Leilões Judiciais e Extrajudiciais, Online e Presenciais",NÃO,
www.superbid.net,SIM,200,https://www.superbid.net/,2268,não,,SIM,https://www.superbid.net/sitemap.xml,não,,SIM,"Next.js, WordPress, Superbid",e6270330dcb665a956c78fa2aa11a50c,Next.js,cloudflare,Superbid,NÃO,
www.patricialeiloeira.com.br,SIM,200,https://www.pwleiloes.com.br/,346,não,,SIM,https://www.pwleiloes.com.br/sitemap.xml,não,,SIM,,,asset:pwleiloes.com.br,cloudflare,PW Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.tribunaleiloes.com.br,SIM,200,https://www.tribunaleiloes.com.br/,2739,não,,SIM,https://www.tribunaleiloes.com.br/sitemap.xml,não,,SIM,,c1b6676c0e57dab6a0c21ec0705d1a42,favicon:c1b6676c0e,cloudflare,"Tribuna Leilões - Judiciais e Extrajudiciais, Online e Presenciais",NÃO,
www.vipleiloes.com.br,SIM,200,https://www.vipleiloes.com.br/,322,não,,SIM,https://www.vipleiloes.com.br/sitemap.xml,não,,não,,1ef07a54c3ffdccd736f99a6e4f90678,asset:armazupvipleiloesprd.blob.core.windows.net,cloudflare,Leilões de Veículos e Leilões Online | Vip Leilões,NÃO,
www.unileiloes.com.br,SIM,200,https://www.unileiloes.com.br/,808,não,,não,,não,,não,,,asset:static.suporteleiloes.com.br,cloudflare,Unileilões,NÃO,
www.vecchileiloes.com.br,SIM,200,https://www.vecchileiloes.com.br/,750,não,,não,,não,,não,,,asset:static.suporteleiloes.com.br,cloudflare,Vecchi Leilões,NÃO,
www.leiloestefanelli.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.wleiloes.com.br,SIM,200,https://www.wleiloes.com.br/,740,não,,não,,não,,não,,,—,cloudflare,WLeilões ® | Leilões Judiciais e Extrajudiciais,NÃO,
www.vegasleiloes.com.br,SIM,200,https://www.vegasleiloes.com.br/,1944,não,,SIM,https://www.vegasleiloes.com.br/sitemap.xml,não,,SIM,,87837ab82345bfccc537069366317e53,asset:37e70a378211a234.cdn.gocache.net,cloudflare,Vegas Leilões,NÃO,
www.wsleiloes.com.br,SIM,200,https://www.pwleiloes.com.br/,282,não,,SIM,https://www.pwleiloes.com.br/sitemap.xml,não,,SIM,,,asset:pwleiloes.com.br,cloudflare,PW Leilões | Leilões judiciais e extrajudiciais,NÃO,
www.vmleiloes.com.br,SIM,200,https://vmleiloes.com.br/,721,não,,não,,não,,SIM,Laravel,,Laravel,cloudflare,Vicente Martins Leilões,NÃO,
www.webleiloes.com.br,SIM,200,https://www.webleiloes.com.br/,780,não,,não,,não,,SIM,,,asset:static.suporteleiloes.com.br,cloudflare,WebLeilões,NÃO,
www.vivaleiloes.com.br,SIM,200,https://www.vivaleiloes.com.br/,4064,não,,SIM,https://www.vivaleiloes.com.br/sitemap.xml,não,,SIM,,,—,cloudflare,Viva Leilões,NÃO,
www.maisativojudicial.superbid.net,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.tahaleiloes.com.br,SIM,200,https://www.tahaleiloes.com.br/,336,SIM,captcha,SIM,https://www.tahaleiloes.com.br/sitemap.xml,não,,não,Superbid,74888de82cd7a82a59530028f39906fd,Superbid,cloudflare,Taha Leilões,NÃO,
www.wspleiloes.com.br,SIM,200,https://www.wspleiloes.com.br/,1676,não,,SIM,https://www.wspleiloes.com.br/sitemap.xml,não,,SIM,,e269b5d60e7df365907f59571a0a1431,favicon:e269b5d60e,cloudflare,"WSP Leilões - Leilões Judiciais e Extrajudiciais, Online e Presenciais",NÃO,
www.williamleiloeiro.com.br,SIM,200,https://www.williamleiloeiro.com.br/externo/,1220,não,,não,,não,,SIM,,,asset:apps.shareaholic.com,cloudflare,William Leiloeiro Oficial,NÃO,
www.neteditaisleiloes.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.valleleiloes.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
www.venetoleiloes.com.br,NÃO,,,,,,,,,,,,,,,,SIM,ConnectionError
