property_id,property_url,leiloeiro_nome,leiloeiro_slug,leiloeiro_site
2828506,https://www.leilaoimovel.com.br/imovel/ba/salvador/residencial-conj-res-renan-baleeiro-2-quartos-area-de-servico-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2828506-8555513747730-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2827821,https://www.leilaoimovel.com.br/imovel/rn/sao-goncalo-do-amarante/residencial-cond-res-mirantes-green-park-2-quartos-1-vaga-na-garagem-area-de-servico-imovel-caixa-economica-federal-cef-2827821-8787720931227-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830583,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-jacarepagua-2-quartos-1-vaga-na-garagem-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830583-1787700650682-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830183,https://www.leilaoimovel.com.br/imovel/rj/nova-iguacu/residencial-bairro-faculdade-2-quartos-1-vaga-na-garagem-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830183-8020970010247-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830182,https://www.leilaoimovel.com.br/imovel/rj/volta-redonda/residencial-res-mirante-1-vaga-na-garagem-imovel-caixa-economica-federal-cef-2830182-8787710724555-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830180,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-anchieta-quarto-1-vaga-na-garagem-area-de-servico-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830180-8787719354181-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830179,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-anil-2-quartos-1-vaga-na-garagem-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830179-8787704838900-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830177,https://www.leilaoimovel.com.br/imovel/rj/itaborai/residencial-jd-marambaia-3-quartos-1-vaga-na-garagem-3-varandas-sacadas-4-wc-sala-c-imovel-caixa-economica-federal-cef-2830177-1444420941315-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830174,https://www.leilaoimovel.com.br/imovel/rj/niteroi/residencial-conj-res-quinta-das-palmeiras-2-quartos-1-vaga-na-garagem-area-de-servico-imovel-caixa-economica-federal-cef-2830174-1444407760400-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830169,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-bonsucesso-2-quartos-area-de-servico-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830169-8787709091404-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830168,https://www.leilaoimovel.com.br/imovel/rj/nova-iguacu/residencial-cabucu-2-quartos-1-vaga-na-garagem-area-de-servico-wc-sala-lavabo-cozi-imovel-caixa-economica-federal-cef-2830168-8444420113542-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830156,https://www.leilaoimovel.com.br/imovel/rj/sao-pedro-da-aldeia/residencial-cond-recanto-de-olga-diuana-zacharias-imovel-caixa-economica-federal-cef-2830156-1555514767400-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830152,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-curicica-3-quartos-area-de-servico-2-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830152-1444400248630-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830143,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-guaratiba-1-vaga-na-garagem-imovel-caixa-economica-federal-cef-2830143-8787715752743-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2830141,https://www.leilaoimovel.com.br/imovel/rj/rio-de-janeiro/residencial-guaratiba-2-quartos-1-vaga-na-garagem-wc-sala-cozinha-imovel-caixa-economica-federal-cef-2830141-8787717902840-venda-direta-caixa,Rodolfo Schontag,rodolfo-schontag,https://www.leiloeiropublico.com.br
2860964,https://www.leilaoimovel.com.br/imovel/sc/criciuma/residencial-apto-90m-desocupado-centro-de-criciuma-sc-01-vaga-edificio-sao-conrado-proximo-a-praca-nereu-desocupado-imovel-2860964,Sold Leilões,sold-leiloes,https://www.sold.com.br
2835576,https://www.leilaoimovel.com.br/imovel/mg/esmeraldas/residencial-casa-desocupada-mobiliada-com-3-quartos-sendo-uma-suite-piscina-campo-de-futebol-quadra-de-pet-desocupado-imovel-2835576,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622251,https://www.leilaoimovel.com.br/imovel/sp/sao-paulo/residencial-apartamento-desocupado-455-46-m2-sao-paulo-sp-desocupado-imovel-2622251,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622245,https://www.leilaoimovel.com.br/imovel/sp/sao-paulo/residencial-apartamento-desocupado-637-58-m2-sao-paulo-sp-desocupado-imovel-2622245,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622229,https://www.leilaoimovel.com.br/imovel/mg/belo-horizonte/comercial-sala-comercial-desocupado-270-0-m2-belo-horizonte-mg-desocupado-imovel-2622229,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622222,https://www.leilaoimovel.com.br/imovel/mg/belo-horizonte/comercial-sala-comercial-desocupado-43-06-m2-belo-horizonte-mg-desocupado-imovel-2622222,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622218,https://www.leilaoimovel.com.br/imovel/mg/belo-horizonte/comercial-sala-comercial-desocupado-42-0-m2-belo-horizonte-mg-desocupado-imovel-2622218,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622216,https://www.leilaoimovel.com.br/imovel/go/trindade/residencial-casa-desocupada-trindade-go-desocupado-imovel-2622216,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622083,https://www.leilaoimovel.com.br/imovel/rs/porto-alegre/residencial-apartamento-desocupado-483-11-m2-porto-alegre-rs-desocupado-imovel-2622083,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622077,https://www.leilaoimovel.com.br/imovel/sp/sao-paulo/residencial-apartamento-desocupado-675-27-m2-sao-paulo-sp-desocupado-imovel-2622077,Sold Leilões,sold-leiloes,https://www.sold.com.br
2622072,https://www.leilaoimovel.com.br/imovel/mt/sao-felix-do-araguaia/rural-fazenda-desocupado-sao-felix-do-araguaia-mt-desocupado-imovel-2622072,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861045,https://www.leilaoimovel.com.br/imovel/sp/bauru/residencial-casa-394m-jardim-paulista-bauru-sp-imovel-banco-santander-2861045,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861044,https://www.leilaoimovel.com.br/imovel/sp/mogi-das-cruzes/residencial-casa-397m-jardim-modelo-mogi-das-cruzes-sp-imovel-banco-santander-2861044,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861034,https://www.leilaoimovel.com.br/imovel/ce/aracati/residencial-casa-aracati-ce-imovel-banco-santander-2861034,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861003,https://www.leilaoimovel.com.br/imovel/mt/cuiaba/residencial-casa-cuiaba-mt-imovel-banco-santander-2861003,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861002,https://www.leilaoimovel.com.br/imovel/pr/maringa/residencial-apto-duplex-333m-centro-de-maringa-pr-2-vagas-edificio-da-lavoura-cobertura-ampla-proximo-a-imovel-2861002,Sold Leilões,sold-leiloes,https://www.sold.com.br
2861001,https://www.leilaoimovel.com.br/imovel/sp/quintana/residencial-casa-203m-nucleo-gregori-licorio-quintana-sp-imovel-banco-santander-2861001,Sold Leilões,sold-leiloes,https://www.sold.com.br
2860999,https://www.leilaoimovel.com.br/imovel/sp/sao-jose-dos-campos/residencial-casa-250m-parque-residencial-uniao-em-sao-jose-dos-campos-sp-imovel-banco-santander-2860999,Sold Leilões,sold-leiloes,https://www.sold.com.br
2860991,https://www.leilaoimovel.com.br/imovel/mt/rondonopolis/residencial-casa-rondonopolis-mt-imovel-banco-santander-2860991,Sold Leilões,sold-leiloes,https://www.sold.com.br
