leiloeiro,url,titulo,cidade,estado,preco,duplicado
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11675/lote/243144/imovel-com-area-de-656-40m2-no-lot-panorama-no-municipio-de-timbo-sc,"Imóvel com área de 656,40m², no Lot. Panorama, no Município de Timbó/SC",Timbó,SC,178500.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11675/lote/243145/terrenos-com-areas-somadas-de-aprox-15-382-00m2-no-municipio-de-benedito-novo-sc,"Terrenos com áreas somadas de aprox. 15.382,00m², no Município de Benedito Novo/SC",Timbó,SC,555900.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11606/lote/243031/terreno-com-area-de-1-168-05m2-com-edificacao-comercial-no-centro-em-ararangua-sc-3,"Terreno com área de 1.168,05m², com Edificação Comercial, no Centro, em Araranguá/SC",Araranguá,SC,1670267.52,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11652/lote/243113/fracao-sobre-terreno-rural-com-area-total-de-281-697-95m2-no-municipio-de-tubarao-sc,"Fração sobre Terreno rural com área total de 281.697,95m², no Município de Tubarão/SC",Tubarão,SC,514944.55,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11650/lote/243106/apartamento-no-104-bloco-e-no-residencial-caminho-do-sol-no-municipio-de-palhoca-sc,"Apartamento nº 104, bloco E, no Residencial Caminho do Sol, no Município de Palhoça/SC",Palhoça,SC,128354.25,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11629/lote/243082/apartamento-triplex-no-601-bloco-b-no-edificio-adolfo-blaese-no-centro-em-balneario-camboriu-sc,"Apartamento Triplex nº 601, bloco B, no Edifício Adolfo Blaese, no Centro, em Balneário Camboriú/SC",Balneário Camboriú,SC,1171995.94,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11622/lote/243073/vaga-de-garagem-no-08-tipo-c-no-edificio-basalto-bairro-kobrasol-no-municipio-de-sao-jose-sc,"Vaga de garagem nº 08, tipo C, no Edifício Basalto, bairro Kobrasol, no Município de São José/SC",Florianópolis,SC,32749.35,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11622/lote/243074/vaga-de-garagem-no-07-tipo-d-no-edificio-basalto-bairro-kobrasol-no-municipio-de-sao-jose-sc,"Vaga de garagem nº 07, tipo D, no Edifício Basalto, bairro Kobrasol, no Município de São José/SC",Florianópolis,SC,36849.35,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11622/lote/243075/vaga-de-garagem-n0-06-tipo-f-no-edificio-arenito-no-parque-residencial-kobrasol-em-sao-jose-sc,"Vaga de garagem n° 06, tipo F, no Edifício Arenito, no Parque Residencial Kobrasol, em São José/SC",Florianópolis,SC,41144.58,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11639/lote/243094/apartamento-no-705-bloco-a-no-edificio-village-residence-em-sao-jose-sc,"Apartamento nº 705, bloco A, no Edifício Village Residence, em São José/SC",São José,SC,158923.71,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11642/lote/243097/terreno-com-area-de-386-40m2-com-edificacao-de-2-pavimentos-no-municipio-de-brusque-sc,"Terreno com área de 386,40m², com Edificação de 2 pavimentos, no Município de Brusque/SC",Brusque,SC,948849.39,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11666/lote/243134/garagem-no-19-no-edificio-residencial-spazio-vivace-em-joinville-sc,"Garagem nº 19, no Edifício Residencial Spazio Vivace, em Joinville/SC",Joinville,SC,43750.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11666/lote/243135/garagem-no-20-no-edificio-residencial-spazio-vivace-em-joinville-sc,"Garagem nº 20, no Edifício Residencial Spazio Vivace, em Joinville/SC",Joinville,SC,43750.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11638/lote/243092/apartamento-no-304-com-vaga-de-garagem-no-02-no-edificio-fernanda-jorge-residence-em-balneario-camboriu-sc,"Apartamento nº 304, com Vaga de Garagem nº 02, no Edifício Fernanda Jorge Residence, em Balneário Camboriú/SC",Camboriú,SC,289534.81,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11638/lote/243093/vaga-de-garagem-n0-03-no-edificio-victoria-residence-em-balneario-camboriu-sc,"Vaga de garagem n° 03, no Edifício Victória Residence, em Balneário Camboriú/SC",Camboriú,SC,26321.34,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11607/lote/243032/terreno-com-area-de-1-168-05m2-com-edificacao-comercial-no-centro-em-ararangua-sc-4,"Terreno com área de 1.168,05m², com Edificação Comercial, no Centro, em Araranguá/SC",Araranguá,SC,1169187.26,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11676/lote/243146/terreno-com-area-de-371-25m2-no-lot-balneario-itapiruba-no-municipio-de-laguna-sc,"Terreno com área de 371,25m², no Lot. Balneário Itapirubá, no Município de Laguna/SC",Imbituba,SC,49000.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11641/lote/243096/terreno-com-area-de-1-032-65m2-bairro-america-no-municipio-de-joinville-sc,"Terreno com área de 1.032,65m², bairro América, no Município de Joinville/SC",Joinville,SC,317023.19,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11569/lote/242972/terreno-com-area-de-41-418-07m2-edificado-com-galpao-industrial-no-parque-industrial-bandeirantes-distrito-de-nova-veneza-em-sumare-sp-6,"Terreno com área de 41.418,07m², edificado com Galpão Industrial, no Parque Industrial Bandeirantes, distrito de Nova Veneza, em Sumaré/SP",Jaraguá do Sul,SC,3377109.81,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11677/lote/243147/apartamento-no-403-bloco-a-02-no-residencial-compasso-do-sol-em-sao-jose-sc,"Apartamento nº 403, bloco A 02, no Residencial Compasso do Sol, em São José/SC",São José,SC,123599.1,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11688/lote/243163/apartamento-no-304-bloco-08-no-edificio-residencial-ilhas-do-norte-em-sao-jose-sc,"Apartamento nº 304, bloco 08, no Edifício Residencial Ilhas Do Norte, em São José/SC",São José,SC,187956.02,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11689/lote/243164/sala-comercial-no-910-no-edificio-comercial-centro-executivo-maxim-s-em-florianopolis-sc,"Sala comercial nº 910, no Edifício Comercial Centro Executivo Maxim's, em Florianópolis/SC",Florianópolis,SC,129702.39,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11685/lote/243160/apartamento-no-101-bloco-ilha-de-ratones-com-vaga-de-garagem-no-cond-ilhas-do-atlantico-residence-em-biguacu-sc,"Apartamento nº 101, bloco Ilha de Ratones, com Vaga de Garagem, no Cond. Ilhas do Atlântico Residence, em Biguaçu/SC",São José,SC,132500.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11653/lote/243114/imovel-no-lote-85-com-area-de-1-274-90m2-monte-cristo-no-municipio-de-florianopolis-sc,"Imóvel no Lote 85, com área de 1.274,90m², Monte Cristo, no Município de Florianópolis/SC",Florianópolis,SC,854470.48,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11687/lote/243162/terreno-de-esquina-com-area-de-1-906-52m2-no-municipio-de-timbo-sc,"Terreno de esquina com área de 1.906,52m², no Município de Timbó/SC",Timbó,SC,459000.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11667/lote/243136/imovel-no-lote-178-com-edificacao-no-bairro-martorano-no-municipio-de-sao-joaquim-sc,"Imóvel no Lote 178, com Edificação, no bairro Martorano, no Município de São Joaquim/SC",São Joaquim,SC,131628.91,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11662/lote/243125/vaga-de-garagem-no-07-no-edificio-residencial-champagnat-em-florianopolis-sc,"Vaga de garagem nº 07, no Edifício Residencial Champagnat, em Florianópolis/SC",Imbituba,SC,62161.41,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11662/lote/243127/vaga-de-garagem-no-08-no-edificio-residencial-champagnat-em-florianopolis-sc,"Vaga de garagem nº 08, no Edifício Residencial Champagnat, em Florianópolis/SC",Imbituba,SC,62161.41,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11665/lote/243130/terreno-no-lt-08-qd-01-com-area-de-300-00m2-no-lot-balneario-valverde-no-municipio-de-jaguaruna-sc,"Terreno no LT 08 QD 01 com área de 300,00m², no Lot. Balneário Valverde, no Município de Jaguaruna/SC",São Joaquim,SC,38540.07,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11665/lote/243131/terreno-no-lt-09-qd-01-com-area-de-300-00m2-no-lot-balneario-valverde-no-municipio-de-jaguaruna-sc,"Terreno no LT 09 QD 01 com área de 300,00m², no Lot. Balneário Valverde, no Município de Jaguaruna/SC",São Joaquim,SC,38540.07,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11665/lote/243132/terreno-no-lt-06-qd-02-com-area-de-300-00m2-no-lot-balneario-valverde-no-municipio-de-jaguaruna-sc,"Terreno no LT 06 QD 02, com área de 300,00m², no Lot. Balneário Valverde, no Município de Jaguaruna/SC",São Joaquim,SC,38540.07,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11665/lote/243133/imovel-com-area-de-2-573-49m2-no-bairro-jardim-caicara-no-municipio-de-sao-joaquim-sc,"Imóvel com área de 2.573,49m², no bairro Jardim Caiçara, no Município de São Joaquim/SC",São Joaquim,SC,337004.43,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11651/lote/243109/partes-dos-lotes-no-46-e-47-com-area-total-de-1-100-00m2-no-municipio-de-bom-jesus-do-oeste-sc,"Partes dos lotes nº 46 e 47, com área total de 1.100,00m², no Município de Bom Jesus do Oeste/SC",Florianópolis,SC,308966.73,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11645/lote/243100/terreno-com-area-de-7-270-72m2-com-edificacoes-bairro-forquilhas-no-municipio-de-sao-jose-sc,"Terreno com área de 7.270,72m², com Edificações, bairro Forquilhas, no Município de São José/SC",São José,SC,2354767.99,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11645/lote/243101/terreno-com-area-de-8-902-27m2-com-edificacoes-bairro-forquilhas-no-municipio-de-sao-jose-sc,"Terreno com área de 8.902,27m², com Edificações, bairro Forquilhas, no Município de São José/SC",São José,SC,2878049.77,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11644/lote/243099/terreno-com-area-de-250-00m2-no-lot-praia-do-arpoador-zona-nova-situado-em-arroio-das-baleias-em-ararangua-sc,"Terreno com área de 250,00m², no Lot. Praia do Arpoador Zona Nova, situado em Arroio das Baleias, em Araranguá/SC",São Joaquim,SC,5289.53,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11693/lote/243170/caminhao-vw-31-320-cnc-6x4-ano-modelo-2009-placa-bbm2j36-3,"Caminhão VW/31.320 CNC 6X4, , ano/modelo 2009, placa BBM2J36",São Bento do Sul,SC,181171.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11686/lote/243161/fracao-de-50-sobre-terreno-rural-com-area-de-200-089-00m2-no-municipio-de-jaguaruna-sc,"Fração de 50% sobre Terreno rural com área de 200.089,00m², no Município de Jaguaruna/SC",Tubarão,SC,25500.0,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11691/lote/243166/terreno-com-area-de-924-00m2-no-bairro-floresta-no-municipio-de-joinville-sc,"Terreno com área de 924,00m², no bairro Floresta, no Município de Joinville/SC",Florianópolis,,529233.83,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11643/lote/243098/terreno-com-area-de-386-40m2-com-edificacao-de-2-pavimentos-no-municipio-de-brusque-sc-2,"Terreno com área de 386,40m², com Edificação de 2 pavimentos, no Município de Brusque/SC",Brusque,SC,483913.18,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11580/lote/242983/imovel-com-area-de-2-500-00m2-com-edificacao-com-area-de-aprox-450-00m2-no-municipio-de-indaial-sc-2,"Imóvel com área de 2.500,00m², com Edificação com área de aprox. 450,00m², no Município de Indaial/SC",Balneário Camboriú,SC,1400532.01,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11654/lote/243115/imovel-no-lote-85-com-area-de-1-274-90m2-monte-cristo-no-municipio-de-florianopolis-sc-2,"Imóvel no Lote 85, com área de 1.274,90m², Monte Cristo, no Município de Florianópolis/SC",Florianópolis,SC,435779.94,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11663/lote/243126/vaga-de-garagem-no-07-no-edificio-residencial-champagnat-em-florianopolis-sc-2,"Vaga de garagem nº 07, no Edifício Residencial Champagnat, em Florianópolis/SC",Imbituba,SC,49729.12,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11663/lote/243128/vaga-de-garagem-no-08-no-edificio-residencial-champagnat-em-florianopolis-sc-2,"Vaga de garagem nº 08, no Edifício Residencial Champagnat, em Florianópolis/SC",Imbituba,SC,49729.12,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11694/lote/243171/caminhao-vw-31-320-cnc-6x4-ano-modelo-2009-placa-bbm2j36-4,"Caminhão VW/31.320 CNC 6X4, , ano/modelo 2009, placa BBM2J36",São Bento do Sul,SC,92397.21,False
Central Sul de Leilões,https://www.centralsuldeleiloes.com.br/leilao/11672/lote/243141/terreno-com-area-de-532-359-00m2-e-direitos-de-exploracao-de-jazida-mineral-de-granito-em-palhoca-sc,"Terreno com área de 532.359,00m² e Direitos de Exploração de Jazida mineral de Granito, em Palhoça/SC",São José,SC,61515323.78,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6736/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6751/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6753/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6731/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6714/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6746/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6758/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6719/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6728/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6713/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6754/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6755/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6727/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6717/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6715/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6735/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6741/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6712/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6757/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6749/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6722/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6748/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6723/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6730/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6726/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6744/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6724/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6720/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6739/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6738/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6721/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6742/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6752/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6733/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6711/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6729/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6734/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6732/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6745/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6750/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6725/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6740/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6743/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6747/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6756/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6716/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6718/lote,,,,0.0,False
Porto Leilões,https://www.portoleiloes.com.br/eventos/leilao/leilao-caixa-0029-0226-cpa-re/lote/6737/lote,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4016,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4030,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4022,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/fiat-uno-mille-way-econ-ano-2013-dores-do-indaia-mg-18-09-2025-17-04-21/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/palets-de-pedra-mineira-compressor-de-ar-lixadeiras-angulares-23-09-2025-14-49-55/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4035,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4033,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/empacotadeiras-de-alto-vacuo-10-12-2025-15-37-49/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/gm-corsa-super-ano-2001-2001-23-09-2025-14-28-48/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4031,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4013,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4019,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/imovel-industrial-com-benfeitorias-tres-coracoes-mg-03-06-2025-17-02-11/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4029,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4032,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4028,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4038,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4012,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4023,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4018,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4021,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4027,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4020,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4034,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4011,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/imovel-residencial-180m2-lote-275m2-tres-coracoes-mg-02-12-2025-15-15-46/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4040,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4026,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/caminhao-vw-11-180-em-excelente-estado-21-01-2026-11-51-37/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4039,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/terrenos-no-residencial-metropole-em-carbonita-mg-27-01-2026-08-48-31/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4015,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4014,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4024,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4036,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4025,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4037,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-carai-mg-18-05-2026-14-40-02/online,,,,0.0,False
Luis Leiloeiro,https://www.luisleiloeiro.com.br/leilao/prefeitura-municipal-de-aguas-formosas-18-05-2026-00-25-10/lote_id/4017,,,,0.0,False
Rodolfo Schontag,https://www.leiloeiropublico.com.br/DetalheLote.aspx?Leilao=22.190&amp;Lote=2827&amp;Sublote=1,,,,0.0,False
Rodolfo Schontag,https://www.leiloeiropublico.com.br/DetalheLote.aspx?Leilao=22.190&amp;Lote=2917&amp;Sublote=1,,,,0.0,False
Rodolfo Schontag,https://www.leiloeiropublico.com.br/DetalheLote.aspx?Leilao=22.190&amp;Lote=3263&amp;Sublote=1,,,,0.0,False
Rodolfo Schontag,https://www.leiloeiropublico.com.br/DetalheLote.aspx?Leilao=22.190&amp;Lote=3429&amp;Sublote=1,,,,0.0,False
